sample.id	population	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20
sample.1565	MXL	-0.00499073	0.00914972	-0.00545486	-0.0219349	-0.0243068	0.00068494	-0.00437355	-0.000954145	-0.00210398	0.00221455	0.00883682	0.00885313	-0.00147576	0.00301531	-0.000753566	-0.00637264	-0.00510043	-0.00214439	0.00415427	0.00471325
sample.1566	MXL	-0.00379578	0.0105406	-0.00498851	0.0371566	0.0198981	0.00543404	0.0164056	0.030196	0.000208616	0.0271612	0.00590945	0.0243874	-0.00419976	0.00617853	-0.00556278	0.00394101	-0.0107082	0.00120547	0.0013482	0.00180084
sample.1567	MXL	-0.00309641	-0.00622905	-0.00815403	0.0143102	-0.0162818	-0.0330715	-0.0157886	-0.00523857	0.0374485	-0.0191989	-0.0124184	-0.00339576	-0.036375	0.0175057	0.0157056	-0.0128904	-0.0157858	0.00393865	-0.00134092	0.00879556
sample.1568	MXL	-0.00522569	0.00675297	-0.00447704	-0.0117726	0.0104957	0.00618104	0.00470905	-0.00651333	-0.00718178	-0.013685	0.00337623	0.0396759	0.0424813	-0.0056056	0.00730585	0.0272581	0.0107745	-0.00224521	-0.00124114	0.000245267
sample.1569	MXL	-0.0047056	-0.00367816	-0.00633449	0.00376822	0.00280821	0.0214634	-0.0164312	-0.0317604	0.00207464	-0.00600018	0.0528193	0.00696884	0.0155375	0.00959519	-0.00233401	0.00239806	-0.00573259	0.00488653	0.00998062	0.0100252
sample.1570	MXL	-0.00281191	-0.0043413	-0.00596619	-0.011478	0.0108146	-0.0259323	-0.00254808	-0.0244251	-0.0285972	0.0082803	0.00845347	-0.0156422	0.0123567	0.00490335	-0.00017803	0.000988767	0.0273144	-0.00677309	0.0016354	0.000448884
sample.1571	MXL	-0.00153278	0.00884436	-0.00525478	0.0115768	0.0401049	-0.0233245	0.00224729	0.00505208	-0.0328748	-0.0363826	-0.0183124	0.00333544	0.00123498	-0.00448137	0.00868056	-0.00278159	-0.0214788	-0.00251115	-0.00193487	0.000655358
sample.1572	MXL	-0.00273147	-0.00190869	-0.00661983	0.00857211	-0.0199881	-0.04186	-0.00108204	-0.0232674	0.0469863	0.0121318	-0.00372464	-0.0155718	0.0248694	0.0163117	-0.0163506	0.000127713	-0.000436842	0.00198406	-0.00886454	0.00844852
sample.1573	MXL	-0.00727691	-0.00069209	-0.00541053	-0.0120956	0.0437828	0.0100262	0.000827427	0.0281021	-0.00153092	0.0319518	0.00107878	-0.00635646	-0.0142202	0.00397312	-0.000545697	-0.00342286	-0.00972715	0.00377152	0.00308754	-0.00242362
sample.1574	MXL	-0.00467972	0.00920518	-0.00471316	0.0470673	0.0326852	0.00375892	-0.00629665	-0.0023619	0.0102875	-0.0106694	0.00381398	0.0166391	-0.00749412	-0.000412081	0.00633926	-0.00591528	-0.00990491	0.00286426	-0.00262033	0.00366572
sample.1575	MXL	-0.00421854	-0.0096841	-0.00885439	0.00794893	0.0339986	-0.0253507	-0.0017359	-0.0144226	-0.0179999	-0.00816877	-0.00745147	-0.0426149	-0.0447195	0.0043346	0.00823737	-0.0233479	0.011277	-0.00938096	-0.00194114	-0.00740464
sample.1576	MXL	-0.004681	0.00473073	-0.00699481	-0.028601	-0.0457226	-0.00200979	0.00388662	0.0172088	0.000944329	0.00529936	0.00323086	0.0301847	-0.00186685	0.00288437	-0.000998375	-0.0137295	-0.00316679	-0.00919133	-0.00584781	0.0060693
sample.1577	MXL	-0.00846551	-0.00750846	-0.00934112	0.0160252	0.0244521	-0.000698101	0.00286078	-0.0310028	-0.00913621	0.0104594	-0.00234997	0.00173731	0.00575369	0.000584612	-0.00455218	0.000801517	0.00322273	-8.87277e-05	0.00356465	0.000966691
sample.1578	MXL	-0.00315331	0.00207165	-0.00704614	0.0143712	0.0148034	-0.0278515	-0.00608063	-0.0086733	0.00493499	-0.0209854	-0.00667985	0.0125428	0.0221945	0.00345957	0.0157048	0.00746518	-0.00876954	-0.00618941	0.00924124	-0.00224733
sample.1579	MXL	-0.00232169	-0.00401472	-0.00606167	-0.0384994	-0.0114391	0.00336685	-0.0246312	-0.0120653	-0.0253304	0.00244894	-0.0265745	-0.0076564	0.02739	0.00296629	-0.00313077	0.0183928	-0.00259736	0.0178802	-0.0214298	-0.00808491
sample.1580	MXL	-0.00680472	0.00519899	-0.00766189	-0.0315704	-0.00444117	0.00948015	0.00409818	-0.0285532	-0.00507968	-0.0200762	-0.00202027	0.000831586	0.0269036	-0.00612415	0.00180508	0.00882449	0.011928	0.00474662	-0.00125568	-0.00570812
sample.1581	MXL	-0.00803535	-0.000496071	-0.00844693	-0.0192452	-0.0248507	-0.00261345	-0.00968345	0.0189122	0.00132458	0.0342352	0.0123112	0.0232278	-0.021938	0.00921067	0.00324642	-0.0121001	-0.0115656	-0.00331901	0.00324984	0.00158327
sample.1582	MXL	-0.0073262	-0.000180421	-0.00664808	-0.0329011	0.0235781	0.00458682	0.00465998	0.0159573	0.00551462	0.0125933	-0.00763062	-0.000493796	0.00640298	-0.00360705	-0.00262791	-0.00198378	2.80289e-05	0.00248126	0.000803817	-0.00346439
sample.1583	MXL	-0.00704128	0.00051478	-0.00800956	0.0322331	0.0155204	-0.00322249	0.0038914	-0.0301283	0.0055991	-0.0153856	-0.0246076	-0.00481486	-0.016378	-0.000767719	0.00348776	-0.0132053	0.000591193	-0.000423612	-0.00283087	-0.00507422
sample.1584	MXL	-0.0042621	-0.00562756	-0.00736021	0.00628807	-0.00976748	-0.00967224	2.25127e-05	0.0185817	-0.0231502	0.0105449	-0.00166019	-0.0195962	0.0114562	0.00903604	-0.0095397	0.0110667	0.0111079	0.000518161	0.00443767	0.00121403
sample.1585	MXL	-0.00527983	0.01065	-0.00377347	-0.00960027	-0.0215524	-0.000195446	-0.00667945	-0.00546044	-0.00262409	-0.00516577	-0.0040629	0.044687	0.0338253	-0.00919063	0.00218322	0.00989549	0.0029141	-0.00578166	-0.0113014	-0.0114115
sample.1586	MXL	-0.00683792	0.000815995	-0.00621846	-0.0226072	0.00400014	-0.00041519	0.00828577	-0.0339157	-0.00531317	0.0044778	-0.007827	0.0268074	-0.00244231	0.00667575	0.00831269	0.00198874	-0.00186516	-0.00543352	-0.000738812	-0.00443579
sample.1587	MXL	0.0022628	0.00546047	-0.00403621	0.00667479	-0.0046695	-0.0541336	-0.01044	0.0119222	0.0160629	-0.0192011	-0.00447203	-0.013677	-0.0107125	0.00785657	0.0149554	0.00267167	0.0215945	-0.0134376	-0.000505126	0.00036561
sample.1588	MXL	0.00527326	-0.00558827	-0.00741658	0.00901683	0.0223618	-0.035173	0.0505955	-0.0244099	-0.0395684	0.025632	0.00313387	-0.0409163	-0.0160921	0.00651189	-0.037453	0.00710143	-0.0159963	0.0187592	0.00610217	0.0160275
sample.1589	MXL	-0.00775041	-0.00156388	-0.00788647	-0.0178043	0.00202973	0.00619655	0.000823142	0.00242878	-0.00378224	-0.00153181	-0.021314	-0.00933184	-0.0286157	0.0109802	0.0042175	-0.0070321	-0.0100336	-0.00435231	0.0069631	0.00487953
sample.1590	MXL	-0.00873767	-0.0100121	-0.0101676	-0.0256798	-0.0103054	0.00191123	-0.00109178	-0.00588643	-0.00246244	-3.88318e-05	0.00324796	-0.0172507	0.00483819	-0.00372517	-0.000274411	-0.00464465	0.0077991	-0.00177906	0.00137234	-0.000831389
sample.1591	MXL	-0.00363502	0.0151878	-0.00266501	-0.0271514	0.00647475	0.00634143	0.0102076	-0.0258307	-0.00400493	0.00289477	-0.000439117	-0.00925292	-0.0103362	3.52025e-05	-0.00371753	-0.00419719	-0.00168003	0.00313124	0.00122412	0.0052419
sample.1592	MXL	-0.00379869	-0.00114421	-0.00743764	0.0182063	0.0407923	-0.00931378	-0.00437251	0.0160373	-0.0354052	-0.0119073	-0.0105916	-0.00948874	0.030329	0.00111526	-0.00547746	0.0130679	0.0234066	0.00576477	-0.00695278	-0.0170462
sample.1593	MXL	-0.00722044	-0.000487553	-0.00848755	0.00347137	0.0393704	0.00452711	0.0108379	-0.0251028	0.00378145	0.0217132	0.0117015	-0.00195193	0.0230256	-0.000446454	-0.00119965	0.0167261	-0.00461527	-0.000953746	-0.00190597	-0.00721211
sample.1594	MXL	-0.00214749	0.00319124	-0.00462047	-0.0118403	-0.00510364	-0.0167352	0.00674824	0.0186228	-0.050332	-0.0404092	0.00279652	0.0248532	-0.0123083	-0.00743933	0.00720654	-0.011874	0.0153573	-0.0133477	0.00632678	-0.00252187
sample.1595	MXL	-0.00760773	-0.00154079	-0.00860671	-0.0242627	0.00425454	0.00476765	0.00249426	0.0336082	-0.00730815	-0.00419248	0.0040444	0.00230369	-0.00175553	-0.000149515	-0.00134878	0.00481198	0.00614122	0.00237037	0.00155319	-0.00359601
sample.1596	MXL	-0.00494058	0.0155441	-3.92549e-05	0.020504	0.0127397	0.00362872	0.00079855	-0.000681359	-0.00481707	-0.0325183	-0.00619278	-0.00904683	-0.00751372	-0.00296416	0.00522085	-0.00983754	0.00589185	0.00235171	0.000285814	0.0046301
sample.1597	MXL	-0.00700951	0.00189813	-0.00900033	0.0406177	0.025413	-0.0022294	0.0031716	0.00575502	0.00294603	-0.000879141	-0.00895384	-0.00612945	0.0121115	-0.00667172	-0.00203108	0.00102061	0.00582868	-0.00113861	-0.00626686	-0.014663
sample.1598	MXL	-0.00745782	0.0011922	-0.007401	0.00666675	0.0422499	0.00196964	9.67996e-05	0.00426902	0.00129476	-0.0213696	-0.000264416	-0.026114	-0.00172943	-0.00218418	-0.00150212	0.00430457	0.000768826	-0.00172076	-0.00552433	0.00457325
sample.1599	MXL	-0.00681617	0.00214809	-0.00603485	0.00927038	-0.0366412	-0.007295	-0.00371987	0.0230513	-0.00146957	0.00602617	0.000562147	-0.0101362	-0.00706881	0.00510193	0.00465729	-0.00251463	-0.00485245	0.00123743	0.00545457	-0.00209555
sample.1600	MXL	-0.00839494	-0.00698733	-0.00922568	0.0294854	-0.0193693	-0.00256261	-0.00380285	-0.00173853	-0.00155784	0.00832478	0.00754805	0.00678967	-0.00839803	0.000170953	0.000679433	0.00403281	0.000695833	-0.00341987	-0.00485398	0.00299181
sample.1601	MXL	-0.00672135	0.00168621	-0.00603277	0.0231162	-0.0410676	-2.04036e-06	-0.0135459	0.00407033	-0.00072479	-0.00642533	0.0037186	0.0187995	0.0282199	-0.00365328	-0.000925504	0.0154397	0.00658511	-0.00697592	0.00290506	-0.00394364
sample.1602	MXL	-0.00411043	0.0131719	-0.00323562	0.0333901	-0.00736255	-0.00570759	0.00605942	0.0167691	0.00697902	-0.00732496	0.000639278	0.00898022	0.000292873	0.000165368	-0.0095662	0.0022461	-0.00131518	0.00287268	0.00787542	-0.00697584
sample.1603	MXL	-0.00507391	0.000977957	-0.00675517	0.0371047	0.0166626	-0.0189512	-0.00100899	-0.0121488	-0.00118325	-0.0290672	-0.00965632	0.00358725	-0.0116234	0.0068093	0.00368218	0.00775556	-0.0113219	0.00386207	0.00376315	0.0111878
sample.1604	MXL	-0.00672487	0.00213237	-0.00637033	-0.020156	0.0313223	0.00755922	0.00607666	-0.0363327	-0.00421859	0.019731	-0.00657941	0.0105915	0.00817666	0.000318657	-0.00129282	-0.000413883	0.00464268	-0.00587881	-0.00116044	-0.00389449
sample.1605	MXL	-0.00539449	0.0105899	-0.00354718	-0.00371666	-0.0443491	-0.00299737	0.00148423	-0.0263078	-0.00104142	0.0146523	0.00676268	-0.0252721	0.0110493	0.00419455	-0.00459331	0.00523416	0.00764395	0.0128262	-0.00739371	-0.00467873
sample.1606	MXL	-0.00616547	-0.00529916	-0.00855571	-0.0355355	-0.02142	0.0144564	-0.0124977	-0.00349576	-0.00184497	0.0234046	-0.0099266	0.00592807	0.0163408	2.68312e-05	-0.0008138	0.0123282	0.00305639	0.00224838	-0.00204913	0.00677023
sample.1607	MXL	0.00180775	0.00250139	-0.00594887	0.00841823	-0.0295101	0.0377971	0.0215832	-0.0203716	-0.00776294	-0.0202186	-0.0335952	-0.000654823	-0.0167598	0.00407766	0.00627364	0.00742326	-0.00279511	-0.0086938	0.00446044	0.0160516
sample.1608	MXL	-0.00635186	-0.000943145	-0.00579169	-0.00989498	0.00481574	0.0025232	-0.000953685	-0.0208482	-0.00229647	0.0026455	0.00887169	-0.00918067	-0.000127306	0.000750051	0.00737808	0.000165168	-0.00513823	0.0022141	0.00102042	0.00206635
sample.1609	MXL	-0.00896537	-0.00859125	-0.00961771	-0.030854	-0.0376192	-0.00538333	-0.0049899	-0.00214713	-0.0026325	0.00166056	0.00893797	0.00916013	0.00968603	-0.000858278	-0.00586815	0.0105429	0.00344233	-0.00363371	0.0033175	-0.00348257
sample.1610	MXL	-0.00376936	0.0182654	-0.00066932	-0.0093306	-0.0127337	-0.0054559	0.00581202	-0.0270482	0.00535416	0.0144288	0.00163069	-0.0261946	0.0218767	0.0039909	-0.00694793	0.00791143	0.0183607	0.0077832	-0.00587962	-0.0040694
sample.1611	MXL	-0.00473692	0.00660344	-0.00422262	0.0216109	-0.00222928	-0.00885716	0.00184972	-0.0257728	0.0230455	-0.00284515	-0.00561639	-0.00164267	0.0013694	0.00867731	-0.000284748	-0.000398115	0.0106683	-0.00742349	-0.00489786	0.00456639
sample.1612	MXL	-0.00854883	-0.0058991	-0.00901661	0.0417293	-0.00985804	-0.00662979	-0.00314683	0.00182039	0.000290707	0.00213024	0.00124685	-0.00929494	0.00105114	-0.00563012	0.00175461	0.000129638	0.00294833	0.00261768	0.000157135	-0.000613762
sample.1613	MXL	-0.00768559	-0.00171274	-0.00754365	0.015102	0.0392828	0.00259295	0.00438735	0.006509	-6.84348e-05	-0.0121725	-0.00785759	-0.0134864	-0.000498198	0.00639529	0.00716031	-0.00735197	0.00463857	0.00179225	-0.00656503	-0.00201719
sample.1614	MXL	-0.00668861	0.00339836	-0.00612622	-0.0129663	0.012651	0.00617818	-0.000382527	0.00379997	-0.0067023	0.0070788	0.00151333	0.0363592	0.0052222	-0.00119774	-0.00265579	-0.00606384	-0.00889317	0.00482554	0.00512536	-0.00408117
sample.1615	MXL	-0.0072054	-0.0022763	-0.00715476	0.0172571	0.0114706	0.0102496	-0.0112268	-0.0026638	-0.00126649	0.0154342	0.00670627	-0.00659388	-0.00997261	0.00128378	0.00525026	-0.000996076	0.00133388	-0.00744857	0.00638426	0.00495473
sample.1616	MXL	-0.00801945	-0.00160277	-0.00689177	0.0436969	-0.0195459	-0.00444408	-0.00645397	-0.00138247	0.000799142	0.0240174	0.00158498	-0.0122068	-0.0274827	0.0100238	0.000145095	-0.0161706	-0.0104193	-0.00721589	-0.000244239	0.00314139
sample.1617	MXL	-0.00491491	0.00777026	-0.00529036	0.0233295	0.00186748	-0.00993841	-0.00327506	-0.0321726	-0.0157352	-0.00630173	-0.00715847	0.0272082	0.00353038	-0.0111331	0.00781963	-0.00255301	-0.00236881	-0.0034132	0.000174912	-0.00902208
sample.1618	MXL	-0.00576216	0.000829716	-0.00632993	-0.00865891	-0.0181445	0.00291539	-0.00912224	-0.0110053	-0.00336937	-0.026048	-0.029705	0.00467755	0.00699887	-0.00146337	0.000566824	0.0135214	0.0114504	-0.00206924	-0.00341916	0.00348414
sample.1619	MXL	-0.0028726	0.0158015	-0.00277006	0.00663911	0.0187901	0.0195902	-0.00943871	0.0184944	-0.00384932	-0.0456894	0.0117757	0.00526762	0.0150483	-0.0117941	0.0134893	-0.00716277	0.00253001	0.000546387	-0.00214276	0.00216458
sample.1620	MXL	-0.00697588	0.000263095	-0.00680668	-0.00486209	0.042613	0.0113652	0.00941858	-0.0370476	0.000858377	-0.0218077	-0.00403316	0.0386494	0.0092625	-0.0038178	-0.00168439	0.0080748	-0.00089272	-0.00748429	-0.00277622	0.000116104
sample.1621	MXL	-0.00365324	0.0109386	-0.00278869	-0.0133687	0.0251365	0.0142693	-0.00415138	0.0243614	0.00286601	-0.0193176	-0.00501576	-0.00335975	-0.0090857	-0.00109999	-2.91661e-05	-0.00701933	0.00118867	0.00687219	-0.00148513	0.00591936
sample.1622	MXL	-0.00653215	-0.00515046	-0.00904804	-0.0318942	0.00475148	-0.00200315	0.000305725	-0.00499638	-0.0185117	0.0263614	-0.00286837	0.0303542	-0.0184321	0.00257415	0.00272832	-0.0114769	-0.00700437	-0.0123983	0.00129553	0.00389551
sample.1623	MXL	-0.00319915	0.0026594	-0.00328424	-0.000238733	-0.0346194	-0.00293754	0.0170081	0.0304856	-0.0178045	-0.0193608	-0.010861	-0.00537998	0.0226899	-0.0116971	-0.00409467	0.0181325	0.0113255	0.00781392	0.00230304	0.00362379
sample.1624	MXL	-0.00100472	0.0065237	-0.00363612	0.0518439	0.000973383	0.0322802	-0.0330615	-0.00350734	0.00280134	-0.0116731	-0.0213472	0.00197528	-0.0126042	-0.000187491	0.00375438	-0.00189599	0.0024563	-1.99109e-05	-0.0166824	0.013896
sample.1625	MXL	-0.00524612	0.00763963	-0.00354677	-0.0159426	0.0245706	0.00764628	0.00503191	0.0216192	-0.00720939	-0.0235552	0.0148545	0.0261447	0.0485564	-0.001468	-0.00927617	0.0296325	0.00882361	-7.59681e-05	0.00402556	0.00491829
sample.1626	MXL	-0.00723402	-0.0031572	-0.00834686	-0.0223615	-0.0456953	0.00166761	-0.0103657	0.00893504	0.00729556	-0.0299342	-0.0114454	-0.0165987	-0.0252266	0.00233191	-0.00394025	-0.0174214	-0.000996242	-0.00241155	0.00349937	0.00206479
sample.1627	MXL	-0.00608695	0.0079571	-0.00554522	-0.00578927	0.0330404	0.00807652	0.00435698	-0.00186118	-0.00265218	-0.0049436	0.00147003	-0.00753294	0.00995554	-0.00622442	0.00193796	0.00322558	0.00223817	0.00216845	-0.00267403	-0.001037
sample.1628	MXL	-0.00551183	-0.0047727	-0.00771577	0.0110283	-0.00231912	2.41547e-05	0.0202836	-0.0228165	-0.00046667	0.0296003	0.007148	0.00194904	0.00932729	0.00879438	0.000626054	0.00372719	0.00809049	-0.00777371	-0.00371079	-0.0036066
sample.1629	MXL	-0.00543771	0.0120096	-0.00395555	0.0107644	-0.0180743	-0.00310801	0.00282053	-0.0310805	0.000896292	-0.0217005	0.00188846	0.00956366	0.0276462	-0.00767439	-0.00700605	0.0100526	0.0120165	-0.0130322	-0.00984875	-0.00017748
sample.1630	MXL	-0.00759476	-0.00585599	-0.00893305	-0.0310921	-0.0191357	-0.00500706	-0.00677607	0.0152679	-0.0021604	0.0376128	0.00892308	-0.0123145	-0.00577237	0.00425913	0.00427553	0.00187086	-0.00521269	0.00157969	-0.00288708	-0.00250799
sample.1631	MXL	-0.0057414	-0.00479143	-0.0103766	0.0329046	-0.0158877	0.0190895	-0.0286407	0.0151145	-0.0008259	-0.0125664	-0.0543111	0.00608791	-0.00129464	0.000811817	0.00519031	-0.00293803	0.00165435	-0.00162137	-0.00703817	0.00705579
sample.1632	MXL	-0.000300483	-0.00254766	-0.00728721	-0.0184021	-0.010004	0.0467927	-0.0516018	0.0108778	0.00671668	7.36268e-06	0.0255924	0.00293163	0.0297663	-0.00998894	0.0091948	0.0272376	0.00354499	0.00194007	0.00428694	0.0120806
sample.1633	MXL	-0.00412048	-0.00871528	-0.00817828	-0.0273729	0.00477515	-0.00559229	0.0107584	0.0156724	0.015054	0.0122898	0.00307322	-0.00339757	0.0215326	0.00130268	-0.0056022	0.0146834	-0.00899472	0.00927758	0.00633625	-0.00937092
sample.1634	MXL	-0.00679127	0.00144515	-0.00706851	-0.0525462	-0.0113458	0.00793843	-0.00281481	-0.0051481	0.00558883	0.0130964	0.000361814	-0.0140566	-0.000164116	0.0031389	0.00619084	0.00266666	-0.00184589	0.00280925	-6.4081e-05	0.00886483
sample.1635	MXL	-0.00448327	-0.0051968	-0.00700331	0.021294	-0.0262845	-0.0284082	-0.0127032	-0.0156773	-0.0332161	-0.0247278	-0.00183183	0.00766988	0.00287656	0.00561443	-0.00210027	-0.00794271	0.00528381	-0.00398442	0.00748289	0.00994862
sample.1636	MXL	-0.0028832	0.00658017	-0.00444286	0.00845019	0.00512053	0.0160608	0.0355044	0.00379316	0.00268889	0.00254643	0.0152198	0.00549436	0.0657941	-0.0128374	-0.00412775	0.0290097	0.0131229	0.00734708	-0.00985867	-0.0109076
sample.1637	MXL	-0.00626871	0.00691228	-0.0048696	-0.00810523	-0.0554907	-0.0101459	-0.00938917	0.0257763	-0.00570251	0.00154056	0.00170713	0.00224568	-0.000714013	-0.00459728	-0.000877907	-0.0125036	-0.00199297	0.000403094	0.00703358	-0.00329316
sample.1638	MXL	-0.0035786	-0.00972765	-0.00983528	-0.0196374	-0.0154344	-0.0283726	-0.0113071	0.0246628	0.0523957	-0.00233797	-0.00986839	0.0327379	-0.0121822	-0.00178004	0.00716194	-0.00274882	-0.00608044	-0.0138971	0.010147	0.0021457
sample.1639	MXL	-0.0045914	-0.0110845	-0.0108346	-0.00996844	-0.0134378	-0.0262647	-0.0042188	-0.0102549	-0.0233635	-0.0262207	0.00341264	-0.00948756	0.0274381	-0.00163174	-0.00535576	0.013465	0.012479	0.0126093	0.0038205	-0.00838452
sample.1640	MXL	-0.00552832	-0.00133519	-0.005879	0.00251763	-0.0241734	-0.0132421	-0.00886429	0.0182615	-0.0266738	-0.0272275	0.00560623	0.00908889	-0.00308649	-0.00373574	-0.00109813	-0.00342622	0.00840002	-0.0157517	0.0109422	0.00170057
sample.1641	MXL	-0.00647028	0.00333559	-0.00660214	0.0203298	0.0345722	0.00392412	0.00735438	-0.0182884	0.00829765	-0.0167843	-0.0202891	0.0125916	-0.0204928	0.00192252	-0.000244815	-0.0122489	-0.00497715	-0.000429864	0.00249858	0.0106523
sample.1642	MXL	-0.00744563	-0.00136652	-0.00753099	-0.0175227	0.00946696	0.00237891	0.00560005	-0.0148876	-8.8001e-05	-0.00563824	-0.00120653	0.00238462	0.0215479	-0.011864	-0.00292322	0.0119511	0.000307337	-0.000949868	-0.00724721	-0.00176918
sample.1643	MXL	-0.00579313	0.0101787	-0.00399559	0.0212333	-0.0575161	-0.0144871	-0.0113677	0.0203645	0.00672991	-0.00982234	0.0057223	0.00287387	0.00834719	-0.000182045	-0.00462249	0.00710064	-0.00303967	-0.00135621	-0.00753622	-0.00151005
sample.1644	MXL	-0.0074959	0.000616017	-0.00977198	0.034262	-0.0316517	-0.00895689	-0.00739507	0.0236557	-0.00432446	-0.0147871	0.00170312	0.000548879	0.000780502	-0.00194301	-0.000170708	0.0056865	0.00717284	-0.000173274	-0.000494509	0.00589111
sample.1645	MXL	-0.00537713	0.00896059	-0.00262173	-0.014231	0.00297763	-0.00483505	0.00912458	-0.0093271	0.00011293	0.0133583	-0.00827446	-0.0490069	-0.0129075	-0.000142657	-0.000643978	0.00131827	-0.000517815	0.00360671	0.00150467	-0.00138796
sample.1646	MXL	-0.00788076	-0.00593436	-0.00812888	0.015986	0.00113539	-0.0061325	0.00196706	-0.0139367	-0.00130537	0.0295932	0.00836145	-0.0167652	0.00534293	-0.00627192	0.00126326	0.00685309	0.00508514	0.00975863	-0.00412981	-0.00214917
sample.1647	MXL	-0.00651061	0.00396186	-0.00551974	-0.000304185	-0.00538544	0.000995957	-0.00776762	0.00218732	0.00268275	0.0170907	0.00759266	-0.012604	-0.00797512	0.00157611	-0.00158827	-0.00746289	-0.00632828	-0.000100991	0.00592575	0.000423656
sample.1648	MXL	-0.00444665	0.00983018	-0.005295	0.00230435	0.0142078	-0.00577375	-0.00215112	0.0376607	0.00501128	-0.0176107	0.00988026	0.00616468	0.00212981	3.34197e-05	-0.00112273	0.00503289	-0.00221268	-0.000620056	-0.00350558	0.00862877
sample.1649	MXL	-0.00440443	-0.00214461	-0.00520562	-0.0302154	0.00149936	-0.0116506	-0.0018132	0.00518415	0.0305754	-0.0186713	0.00585651	0.00693613	-0.0230791	0.00231437	-0.0044325	-4.47172e-05	-0.0214466	0.000368858	0.000350769	0.0210195
sample.1650	MXL	0.000798838	0.00625984	-0.00322296	0.0181103	-0.0292204	0.0146848	0.0485712	0.0406417	-0.0011917	-0.0326032	-0.013144	0.00497837	-0.000450934	-0.00223598	-0.00401449	0.00808851	-0.00183914	0.00444459	0.00244383	-0.000902101
sample.1651	MXL	-0.00639087	0.0063396	-0.00468804	-0.0181394	-0.0140584	-0.00158942	-0.00521444	0.0536909	0.00278926	-0.0378774	-0.00713728	0.000225392	0.00784717	-0.000447228	-0.0099751	0.00021887	0.000930348	-0.00467325	0.00676616	0.00674967
sample.1652	MXL	-0.0075277	-0.00100332	-0.00805055	0.00159442	0.0113145	0.000385183	-0.00316617	0.0129567	-0.00261144	-0.00183273	-0.000644518	-0.0158338	-0.00623956	0.00642356	0.00517645	-0.00609694	-0.00696325	0.00178872	0.00248488	-0.0130052
sample.1653	MXL	-0.00814231	-0.00865684	-0.00816382	-0.0324092	0.0106289	0.00936043	0.0114557	-0.000899335	-0.00467524	-0.0131554	0.000540182	-0.0301883	0.0148169	0.00019721	-0.000487112	0.00947514	0.00239341	-0.000885461	-0.00598647	-0.00514228
